purchase_key,purchase_code,purchase_date_key,supplier_key,employee_key,store_key,payment_key,product_key,quantity,unit_cost,subtotal,discount_percent,discount_amount,tax_percent,tax_amount,total_amount,purchase_status,supplier_invoice_no,expected_delivery_date
15773,PUR015773,20250201,18,159,22,1,87,25,316710,7917750,14,1108485,11,749019,7558284,Completed,INV-SUP-202502-015773,2025-02-14
15774,PUR015774,20221101,25,168,19,14,529,327,9700,3171900,9,285471,11,317507,3203936,Completed,INV-SUP-202211-015774,2022-11-05
15775,PUR015775,20240724,95,229,10,5,574,19,1842709,35011471,4,1400458,11,3697211,37308224,Completed,INV-SUP-202407-015775,2024-07-28
15776,PUR015776,20230220,53,212,12,7,601,81,1115436,90350316,13,11745541,11,8646525,87251300,Completed,INV-SUP-202302-015776,2023-02-24
15777,PUR015777,20240307,84,96,18,2,41,393,1194325,469369725,9,42243275,11,46983909,474110359,Completed,INV-SUP-202403-015777,2024-03-17
15778,PUR015778,20220611,150,15,10,18,913,55,2072696,113998280,13,14819776,11,10909635,110088139,Completed,INV-SUP-202206-015778,2022-06-13
15779,PUR015779,20220426,56,23,21,12,843,220,173362,38139640,9,3432567,11,3817778,38524851,Completed,INV-SUP-202204-015779,2022-05-02
15780,PUR015780,20220509,110,180,20,17,170,150,421890,63283500,0,0,11,6961185,70244685,Completed,INV-SUP-202205-015780,2022-05-17
15781,PUR015781,20240426,134,272,14,17,257,37,1889000,69893000,3,2096790,11,7457583,75253793,Completed,INV-SUP-202404-015781,2024-04-29
15782,PUR015782,20260319,93,286,22,12,190,46,345450,15890700,11,1747977,11,1555699,15698422,Completed,INV-SUP-202603-015782,2026-03-22
15783,PUR015783,20250609,28,161,4,9,329,7,3571360,24999520,11,2749947,11,2447453,24697026,Completed,INV-SUP-202506-015783,2025-06-11
15784,PUR015784,20261027,12,203,10,2,420,47,1818000,85446000,4,3417840,11,9023097,91051257,Completed,INV-SUP-202610-015784,2026-11-05
15785,PUR015785,20220315,129,24,4,7,332,177,455600,80641200,14,11289768,11,7628657,76980089,Cancelled,INV-SUP-202203-015785,2022-03-27
15786,PUR015786,20240531,3,23,16,15,192,97,287232,27861504,6,1671690,11,2880879,29070693,Completed,INV-SUP-202405-015786,2024-06-03
15787,PUR015787,20220618,45,93,12,18,168,103,194700,20054100,4,802164,11,2117712,21369648,Completed,INV-SUP-202206-015787,2022-06-30
15788,PUR015788,20220115,13,144,22,17,782,62,238158,14765796,15,2214869,11,1380601,13931528,Completed,INV-SUP-202201-015788,2022-01-26
15789,PUR015789,20250315,134,256,6,2,653,405,39882,16152210,5,807610,0,0,15344600,Completed,INV-SUP-202503-015789,2025-03-28
15790,PUR015790,20260823,100,167,5,4,359,9,3275709,29481381,1,294813,11,3210522,32397090,Completed,INV-SUP-202608-015790,2026-08-27
15791,PUR015791,20241127,38,146,19,7,522,40,332612,13304480,5,665224,11,1390318,14029574,Completed,INV-SUP-202411-015791,2024-12-08
15792,PUR015792,20231222,141,1,20,2,603,24,7672616,184142784,13,23938561,11,17622464,177826687,Completed,INV-SUP-202312-015792,2023-12-25
15793,PUR015793,20261228,127,99,19,18,434,34,4091900,139124600,14,19477444,11,13161187,132808343,Completed,INV-SUP-202612-015793,2027-01-11
15794,PUR015794,20250110,21,171,8,3,478,87,142188,12370356,10,1237035,0,0,11133321,Completed,INV-SUP-202501-015794,2025-01-23
15795,PUR015795,20261226,122,287,1,6,792,99,160792,15918408,0,0,11,1751024,17669432,Completed,INV-SUP-202612-015795,2026-12-29
15796,PUR015796,20261219,27,88,12,8,335,263,155856,40990128,3,1229703,11,4373646,44134071,Completed,INV-SUP-202612-015796,2026-12-27
15797,PUR015797,20220708,12,88,9,18,647,45,917928,41306760,7,2891473,11,4225681,42640968,Completed,INV-SUP-202207-015797,2022-07-19
15798,PUR015798,20221220,45,146,9,4,975,182,79152,14405664,12,1728679,11,1394468,14071453,Completed,INV-SUP-202212-015798,2022-12-30
15799,PUR015799,20240918,49,223,21,4,710,39,3690092,143913588,10,14391358,11,14247445,143769675,Completed,INV-SUP-202409-015799,2024-09-24
15800,PUR015800,20231227,56,84,20,16,452,30,168600,5058000,4,202320,0,0,4855680,Completed,INV-SUP-202312-015800,2024-01-07
15801,PUR015801,20250903,150,26,14,8,595,446,32640,14557440,7,1019020,11,1489226,15027646,Pending,INV-SUP-202509-015801,2025-09-17
15802,PUR015802,20260904,133,213,17,4,682,9,4629520,41665680,1,416656,11,4537392,45786416,Completed,INV-SUP-202609-015802,2026-09-13
15803,PUR015803,20260303,148,87,11,17,287,16,7289825,116637200,5,5831860,11,12188587,122993927,Pending,INV-SUP-202603-015803,2026-03-14
15804,PUR015804,20261029,102,34,6,3,476,108,120291,12991428,3,389742,11,1386185,13987871,Completed,INV-SUP-202610-015804,2026-11-11
15805,PUR015805,20230729,37,4,21,4,154,100,721038,72103800,7,5047266,11,7376218,74432752,Completed,INV-SUP-202307-015805,2023-08-02
15806,PUR015806,20250325,25,9,12,2,533,72,2760431,198751032,15,29812654,11,18583221,187521599,Completed,INV-SUP-202503-015806,2025-04-02
15807,PUR015807,20230216,31,1,18,3,490,200,10100,2020000,0,0,11,222200,2242200,Completed,INV-SUP-202302-015807,2023-02-26
15808,PUR015808,20230614,56,236,25,6,876,13,6301996,81925948,3,2457778,11,8741498,88209668,Completed,INV-SUP-202306-015808,2023-06-28
15809,PUR015809,20250517,143,121,17,9,435,89,461000,41029000,1,410290,11,4468058,45086768,Completed,INV-SUP-202505-015809,2025-05-21
15810,PUR015810,20250624,46,87,18,16,854,13,687582,8938566,9,804470,11,894750,9028846,Completed,INV-SUP-202506-015810,2025-07-05
15811,PUR015811,20251101,52,170,24,5,176,185,189577,35071745,14,4910044,11,3317787,33479488,Pending,INV-SUP-202511-015811,2025-11-11
15812,PUR015812,20240131,34,110,4,13,847,82,1565700,128387400,13,16690362,11,12286674,123983712,Completed,INV-SUP-202401-015812,2024-02-09
15813,PUR015813,20220420,35,225,15,2,713,234,489345,114506730,12,13740807,11,11084251,111850174,Completed,INV-SUP-202204-015813,2022-04-25
15814,PUR015814,20260216,33,229,12,15,633,61,565161,34474821,1,344748,11,3754308,37884381,Completed,INV-SUP-202602-015814,2026-02-19
15815,PUR015815,20240109,72,112,16,9,961,4,4155592,16622368,7,1163565,11,1700468,17159271,Completed,INV-SUP-202401-015815,2024-01-17
15816,PUR015816,20250515,58,136,8,5,595,498,31680,15776640,13,2050963,11,1509824,15235501,Completed,INV-SUP-202505-015816,2025-05-23
15817,PUR015817,20231110,58,276,9,16,990,37,171765,6355305,9,571977,11,636166,6419494,Completed,INV-SUP-202311-015817,2023-11-18
15818,PUR015818,20261212,54,72,1,5,22,335,84868,28430780,1,284307,0,0,28146473,Pending,INV-SUP-202612-015818,2026-12-22
15819,PUR015819,20221025,128,115,13,3,680,86,1132691,97411426,0,0,11,10715256,108126682,Completed,INV-SUP-202210-015819,2022-11-01
15820,PUR015820,20220216,42,102,16,5,661,42,2231955,93742110,15,14061316,11,8764887,88445681,Completed,INV-SUP-202202-015820,2022-02-23
15821,PUR015821,20230710,52,86,14,12,180,76,14798718,1124702568,5,56235128,11,117531418,1185998858,Completed,INV-SUP-202307-015821,2023-07-22
15822,PUR015822,20260628,119,54,11,17,608,27,590087,15932349,9,1433911,11,1594828,16093266,Completed,INV-SUP-202606-015822,2026-07-11
15823,PUR015823,20261012,33,276,14,9,948,46,2425990,111595540,9,10043598,11,11170713,112722655,Completed,INV-SUP-202610-015823,2026-10-22
15824,PUR015824,20230728,142,253,24,14,490,284,10300,2925200,1,29252,11,318554,3214502,Completed,INV-SUP-202307-015824,2023-08-06
15825,PUR015825,20260620,3,11,7,4,533,58,2815093,163275394,1,1632753,11,17780690,179423331,Completed,INV-SUP-202606-015825,2026-06-30
15826,PUR015826,20240911,19,66,19,4,134,15,4658928,69883920,0,0,11,7687231,77571151,Completed,INV-SUP-202409-015826,2024-09-22
15827,PUR015827,20230125,64,43,18,14,493,39,2162370,84332430,2,1686648,11,9091036,91736818,Completed,INV-SUP-202301-015827,2023-01-27
15828,PUR015828,20240901,69,298,20,10,521,23,8331288,191619624,12,22994354,11,18548779,187174049,Completed,INV-SUP-202409-015828,2024-09-07
15829,PUR015829,20250709,123,280,1,11,346,38,106821,4059198,3,121775,0,0,3937423,Completed,INV-SUP-202507-015829,2025-07-19
15830,PUR015830,20241001,7,128,8,8,383,9,5597420,50376780,5,2518839,11,5264373,53122314,Completed,INV-SUP-202410-015830,2024-10-07
15831,PUR015831,20230819,101,238,3,5,570,267,164118,43819506,13,5696535,11,4193526,42316497,Pending,INV-SUP-202308-015831,2023-08-29
15832,PUR015832,20261209,139,199,24,6,971,134,84348,11302632,12,1356315,11,1094094,11040411,Completed,INV-SUP-202612-015832,2026-12-15
15833,PUR015833,20240417,24,152,21,13,865,145,79900,11585500,3,347565,0,0,11237935,Completed,INV-SUP-202404-015833,2024-04-25
15834,PUR015834,20230622,20,298,18,13,50,86,344700,29644200,5,1482210,11,3097818,31259808,Completed,INV-SUP-202306-015834,2023-06-25
15835,PUR015835,20250207,59,57,20,5,868,12,9409500,112914000,8,9033120,11,11426896,115307776,Completed,INV-SUP-202502-015835,2025-02-15
15836,PUR015836,20220819,2,189,7,1,678,259,1799513,466073867,12,55928864,11,45115950,455260953,Completed,INV-SUP-202208-015836,2022-08-21
15837,PUR015837,20240110,6,246,10,15,803,52,2579172,134116944,12,16094033,11,12982520,131005431,Completed,INV-SUP-202401-015837,2024-01-17
15838,PUR015838,20220824,141,73,5,8,762,36,29593,1065348,8,85227,11,107813,1087934,Completed,INV-SUP-202208-015838,2022-08-28
15839,PUR015839,20261031,74,13,7,5,386,79,6076,480004,13,62400,11,45936,463540,Completed,INV-SUP-202610-015839,2026-11-11
15840,PUR015840,20230810,99,79,18,2,951,22,3544992,77989824,2,1559796,11,8407303,84837331,Pending,INV-SUP-202308-015840,2023-08-24
15841,PUR015841,20240702,101,258,12,1,878,15,3525732,52885980,8,4230878,11,5352061,54007163,Completed,INV-SUP-202407-015841,2024-07-16
15842,PUR015842,20220316,143,27,23,9,154,157,706900,110983300,13,14427829,11,10621101,107176572,Completed,INV-SUP-202203-015842,2022-03-20
15843,PUR015843,20240406,1,206,20,14,840,32,5067216,162150912,9,14593582,11,16231306,163788636,Completed,INV-SUP-202404-015843,2024-04-18
15844,PUR015844,20240408,130,232,12,12,612,241,254082,61233762,5,3061688,11,6398928,64571002,Completed,INV-SUP-202404-015844,2024-04-12
15845,PUR015845,20240314,49,200,22,16,633,141,532239,75045699,14,10506397,11,7099323,71638625,Completed,INV-SUP-202403-015845,2024-03-23
15846,PUR015846,20260201,7,164,1,9,1,48,347541,16681968,1,166819,11,1816666,18331815,Completed,INV-SUP-202602-015846,2026-02-13
15847,PUR015847,20230226,120,65,1,7,472,167,127664,21319888,15,3197983,11,1993409,20115314,Pending,INV-SUP-202302-015847,2023-03-06
15848,PUR015848,20230330,87,231,1,17,706,20,2380089,47601780,12,5712213,11,4607852,46497419,Completed,INV-SUP-202303-015848,2023-04-01
15849,PUR015849,20240917,142,7,9,1,813,114,13034,1485876,13,193163,0,0,1292713,Completed,INV-SUP-202409-015849,2024-09-26
15850,PUR015850,20230802,44,5,13,4,849,73,14314600,1044965800,10,104496580,11,103451614,1043920834,Completed,INV-SUP-202308-015850,2023-08-04
15851,PUR015851,20220729,98,106,7,12,307,186,1462650,272052900,0,0,11,29925819,301978719,Completed,INV-SUP-202207-015851,2022-08-05
15852,PUR015852,20220702,131,128,24,10,201,11,7729944,85029384,13,11053819,11,8137312,82112877,Completed,INV-SUP-202207-015852,2022-07-04
15853,PUR015853,20251112,137,197,17,2,653,251,38318,9617818,12,1154138,0,0,8463680,Completed,INV-SUP-202511-015853,2025-11-22
15854,PUR015854,20241102,94,101,23,15,192,191,287232,54861312,3,1645839,11,5853702,59069175,Completed,INV-SUP-202411-015854,2024-11-13
15855,PUR015855,20231202,92,97,16,8,484,33,324100,10695300,13,1390389,11,1023540,10328451,Completed,INV-SUP-202312-015855,2023-12-11
15856,PUR015856,20250520,17,193,22,9,668,34,391170,13299780,2,265995,11,1433716,14467501,Completed,INV-SUP-202505-015856,2025-05-27
15857,PUR015857,20230317,65,98,22,13,873,207,76700,15876900,14,2222766,0,0,13654134,Completed,INV-SUP-202303-015857,2023-03-30
15858,PUR015858,20230601,131,194,13,9,490,298,10100,3009800,14,421372,11,284727,2873155,Completed,INV-SUP-202306-015858,2023-06-12
15859,PUR015859,20221213,139,72,19,15,216,13,3105696,40374048,12,4844885,11,3908207,39437370,Completed,INV-SUP-202212-015859,2022-12-23
15860,PUR015860,20230203,118,23,20,13,125,161,15453,2487933,15,373189,11,232621,2347365,Completed,INV-SUP-202302-015860,2023-02-14
15861,PUR015861,20240626,80,299,16,1,28,369,51088,18851472,5,942573,0,0,17908899,Completed,INV-SUP-202406-015861,2024-06-30
15862,PUR015862,20260420,39,192,11,18,68,17,6828800,116089600,10,11608960,11,11492870,115973510,Completed,INV-SUP-202604-015862,2026-04-27
15863,PUR015863,20250414,24,205,11,12,124,5,10224126,51120630,0,0,11,5623269,56743899,Completed,INV-SUP-202504-015863,2025-04-24
15864,PUR015864,20260529,26,82,8,15,785,80,1893037,151442960,14,21202014,11,14326504,144567450,Pending,INV-SUP-202605-015864,2026-06-03
15865,PUR015865,20250715,70,34,23,5,105,39,3170874,123664086,4,4946563,11,13058927,131776450,Completed,INV-SUP-202507-015865,2025-07-26
15866,PUR015866,20230911,87,193,14,14,954,3,11501721,34505163,1,345051,11,3757612,37917724,Completed,INV-SUP-202309-015866,2023-09-19
15867,PUR015867,20221120,76,62,23,16,404,182,1115242,202974044,12,24356885,11,19647887,198265046,Completed,INV-SUP-202211-015867,2022-11-23
15868,PUR015868,20260612,108,40,6,3,483,279,127988,35708652,2,714173,11,3849392,38843871,Completed,INV-SUP-202606-015868,2026-06-17
15869,PUR015869,20240214,11,107,15,12,48,35,905592,31695720,8,2535657,11,3207606,32367669,Completed,INV-SUP-202402-015869,2024-02-26
15870,PUR015870,20260831,5,115,8,7,762,117,28714,3359538,12,403144,11,325203,3281597,Completed,INV-SUP-202608-015870,2026-09-08
15871,PUR015871,20250809,92,192,23,8,88,22,2892741,63640302,0,0,11,7000433,70640735,Completed,INV-SUP-202508-015871,2025-08-13
15872,PUR015872,20230430,11,162,25,4,352,35,1676499,58677465,15,8801619,11,5486343,55362189,Completed,INV-SUP-202304-015872,2023-05-03
15873,PUR015873,20220411,147,86,20,9,253,180,130593,23506740,5,1175337,11,2456454,24787857,Completed,INV-SUP-202204-015873,2022-04-21
15874,PUR015874,20230710,39,13,25,16,87,130,313605,40768650,9,3669178,11,4080941,41180413,Completed,INV-SUP-202307-015874,2023-07-22
15875,PUR015875,20220914,118,49,20,18,544,16,8789525,140632400,12,16875888,11,13613216,137369728,Completed,INV-SUP-202209-015875,2022-09-21
15876,PUR015876,20220201,66,284,11,11,658,156,13566,2116296,3,63488,11,225808,2278616,Completed,INV-SUP-202202-015876,2022-02-04
15877,PUR015877,20240924,20,23,16,7,354,17,4791514,81455738,0,0,11,8960131,90415869,Completed,INV-SUP-202409-015877,2024-09-26
15878,PUR015878,20230722,8,128,12,6,457,125,26520,3315000,9,298350,0,0,3016650,Completed,INV-SUP-202307-015878,2023-08-01
15879,PUR015879,20251203,128,218,14,13,945,119,168600,20063400,5,1003170,0,0,19060230,Completed,INV-SUP-202512-015879,2025-12-11
15880,PUR015880,20250817,73,287,1,17,102,198,1025484,203045832,9,18274124,11,20324887,205096595,Completed,INV-SUP-202508-015880,2025-08-19
15881,PUR015881,20260323,43,244,19,8,774,57,268389,15298173,3,458945,11,1632315,16471543,Completed,INV-SUP-202603-015881,2026-04-06
15882,PUR015882,20250126,32,88,8,17,744,193,964449,186138657,11,20475252,11,18222974,183886379,Completed,INV-SUP-202501-015882,2025-02-03
15883,PUR015883,20260526,79,176,24,3,40,43,311949,13413807,11,1475518,11,1313211,13251500,Completed,INV-SUP-202605-015883,2026-05-30
15884,PUR015884,20250826,50,247,9,3,178,209,228582,47773638,5,2388681,11,4992345,50377302,Completed,INV-SUP-202508-015884,2025-09-01
15885,PUR015885,20250227,7,247,13,6,267,51,9850227,502361577,4,20094463,11,53049382,535316496,Pending,INV-SUP-202502-015885,2025-03-02
15886,PUR015886,20260204,121,214,2,16,706,27,2527311,68237397,6,4094243,11,7055746,71198900,Completed,INV-SUP-202602-015886,2026-02-06
15887,PUR015887,20220611,117,17,18,18,264,129,67422,8697438,7,608820,0,0,8088618,Completed,INV-SUP-202206-015887,2022-06-17
15888,PUR015888,20230503,64,254,25,16,571,50,3278902,163945100,0,0,11,18033961,181979061,Completed,INV-SUP-202305-015888,2023-05-15
15889,PUR015889,20231125,112,138,16,9,487,6,5821596,34929576,6,2095774,11,3611718,36445520,Completed,INV-SUP-202311-015889,2023-11-28
15890,PUR015890,20231123,85,34,9,14,845,50,6647830,332391500,4,13295660,11,35100542,354196382,Completed,INV-SUP-202311-015890,2023-11-25
15891,PUR015891,20241012,41,179,15,18,721,14,5340800,74771200,13,9720256,11,7155603,72206547,Pending,INV-SUP-202410-015891,2024-10-16
15892,PUR015892,20230813,28,6,19,5,571,78,3278902,255754356,3,7672630,11,27288989,275370715,Completed,INV-SUP-202308-015892,2023-08-15
15893,PUR015893,20220606,3,2,18,7,715,280,51306,14365680,7,1005597,11,1469609,14829692,Completed,INV-SUP-202206-015893,2022-06-10
15894,PUR015894,20230430,139,48,12,3,120,59,141934,8374106,5,418705,11,875094,8830495,Completed,INV-SUP-202304-015894,2023-05-09
15895,PUR015895,20260221,74,118,1,18,56,14,2424404,33941656,5,1697082,11,3546903,35791477,Completed,INV-SUP-202602-015895,2026-03-02
15896,PUR015896,20220813,63,33,11,16,763,17,9357579,159078843,6,9544730,11,16448752,165982865,Completed,INV-SUP-202208-015896,2022-08-22
15897,PUR015897,20230909,79,27,2,1,534,109,1220066,132987194,2,2659743,11,14336019,144663470,Completed,INV-SUP-202309-015897,2023-09-11
15898,PUR015898,20220601,82,120,15,10,558,80,544488,43559040,5,2177952,11,4551919,45933007,Completed,INV-SUP-202206-015898,2022-06-03
15899,PUR015899,20251101,70,106,20,1,637,37,4454853,164829561,2,3296591,11,17768626,179301596,Completed,INV-SUP-202511-015899,2025-11-06
15900,PUR015900,20220803,18,127,11,14,983,51,3296700,168131700,10,16813170,11,16645038,167963568,Completed,INV-SUP-202208-015900,2022-08-15
15901,PUR015901,20260101,48,205,19,18,809,235,7920,1861200,7,130284,11,190400,1921316,Completed,INV-SUP-202601-015901,2026-01-09
15902,PUR015902,20230610,123,145,13,18,613,20,6087172,121743440,10,12174344,11,12052600,121621696,Completed,INV-SUP-202306-015902,2023-06-22
15903,PUR015903,20221228,108,190,9,17,395,171,93120,15923520,5,796176,11,1664007,16791351,Pending,INV-SUP-202212-015903,2023-01-07
15904,PUR015904,20231020,126,200,8,15,50,263,348147,91562661,1,915626,11,9971173,100618208,Completed,INV-SUP-202310-015904,2023-10-30
15905,PUR015905,20250227,26,146,8,10,828,32,565068,18082176,11,1989039,11,1770245,17863382,Completed,INV-SUP-202502-015905,2025-03-01
15906,PUR015906,20250925,116,264,16,10,320,10,10468668,104686680,5,5234334,11,10939758,110392104,Completed,INV-SUP-202509-015906,2025-10-09
15907,PUR015907,20260214,138,180,3,2,291,12,3728098,44737176,12,5368461,11,4330558,43699273,Completed,INV-SUP-202602-015907,2026-02-16
15908,PUR015908,20250302,149,118,10,12,513,22,4799100,105580200,1,1055802,11,11497683,116022081,Completed,INV-SUP-202503-015908,2025-03-05
15909,PUR015909,20230514,7,167,9,13,370,31,10072629,312251499,2,6245029,11,33660711,339667181,Completed,INV-SUP-202305-015909,2023-05-24
15910,PUR015910,20231126,40,27,1,15,145,46,328086,15091956,14,2112873,11,1427699,14406782,Completed,INV-SUP-202311-015910,2023-11-29
15911,PUR015911,20220511,12,188,11,10,223,197,371076,73101972,4,2924078,11,7719568,77897462,Completed,INV-SUP-202205-015911,2022-05-20
15912,PUR015912,20221112,64,205,4,14,848,63,297594,18748422,14,2624779,11,1773600,17897243,Completed,INV-SUP-202211-015912,2022-11-25
15913,PUR015913,20240508,85,177,14,4,741,42,3157308,132606936,0,0,11,14586762,147193698,Pending,INV-SUP-202405-015913,2024-05-11
15914,PUR015914,20251224,26,215,18,15,45,55,489143,26902865,13,3497372,11,2574604,25980097,Pending,INV-SUP-202512-015914,2026-01-04
15915,PUR015915,20240919,43,47,17,2,190,53,352500,18682500,13,2428725,11,1787915,18041690,Completed,INV-SUP-202409-015915,2024-10-01
15916,PUR015916,20220428,93,109,18,8,344,105,448945,47139225,10,4713922,11,4666783,47092086,Completed,INV-SUP-202204-015916,2022-04-30
15917,PUR015917,20220429,58,41,5,13,227,146,79992,11678832,0,0,0,0,11678832,Completed,INV-SUP-202204-015917,2022-05-09
15918,PUR015918,20250515,5,45,15,4,84,66,2729200,180127200,10,18012720,11,17832592,179947072,Completed,INV-SUP-202505-015918,2025-05-19
